"date","year","month_of_year","month","city","country","max_temp_c","min_temp_c","avg_temp_c"
2024-01-27,2024.0,January  ,1.0,Wellington,New Zealand,20.30,16.60,18.10
2024-01-26,2024.0,January  ,1.0,Wellington,New Zealand,18.60,12.00,15.70
2024-01-03,2024.0,January  ,1.0,Wellington,New Zealand,17.60,14.00,15.90
2024-01-09,2024.0,January  ,1.0,Wellington,New Zealand,19.20,15.30,17.70
2024-01-05,2024.0,January  ,1.0,Wellington,New Zealand,17.50,13.70,15.70
2024-01-30,2024.0,January  ,1.0,Wellington,New Zealand,19.30,15.70,17.10
2024-01-13,2024.0,January  ,1.0,Wellington,New Zealand,20.00,16.20,18.10
2024-01-07,2024.0,January  ,1.0,Wellington,New Zealand,19.40,10.80,15.50
2024-01-19,2024.0,January  ,1.0,Wellington,New Zealand,21.00,18.00,19.50
2024-01-12,2024.0,January  ,1.0,Wellington,New Zealand,20.80,16.40,18.50
2024-01-02,2024.0,January  ,1.0,Wellington,New Zealand,18.40,12.30,15.40
2024-01-08,2024.0,January  ,1.0,Wellington,New Zealand,19.70,14.80,17.20
2024-01-15,2024.0,January  ,1.0,Wellington,New Zealand,18.50,13.70,16.40
2024-01-24,2024.0,January  ,1.0,Wellington,New Zealand,16.10,12.40,13.90
2024-01-25,2024.0,January  ,1.0,Wellington,New Zealand,19.10,13.30,16.30
2024-01-18,2024.0,January  ,1.0,Wellington,New Zealand,21.30,15.80,18.60
2024-01-17,2024.0,January  ,1.0,Wellington,New Zealand,20.30,13.60,17.60
2024-02-15,2024.0,February ,2.0,Wellington,New Zealand,19.20,16.40,17.60
2024-02-11,2024.0,February ,2.0,Wellington,New Zealand,14.90,12.00,13.40
2024-02-05,2024.0,February ,2.0,Wellington,New Zealand,20.50,15.90,17.70
2024-02-13,2024.0,February ,2.0,Wellington,New Zealand,18.80,13.10,15.70
2024-02-26,2024.0,February ,2.0,Wellington,New Zealand,18.60,13.60,16.00
2024-02-29,2024.0,February ,2.0,Wellington,New Zealand,17.20,13.00,15.20
2024-02-03,2024.0,February ,2.0,Wellington,New Zealand,16.60,12.50,14.50
2024-02-06,2024.0,February ,2.0,Wellington,New Zealand,20.00,16.10,17.80
2024-02-20,2024.0,February ,2.0,Wellington,New Zealand,17.60,11.30,14.10
2024-02-12,2024.0,February ,2.0,Wellington,New Zealand,17.10,10.50,14.30
2024-02-10,2024.0,February ,2.0,Wellington,New Zealand,18.60,15.00,17.20
2024-02-27,2024.0,February ,2.0,Wellington,New Zealand,17.90,14.80,16.40
2024-02-18,2024.0,February ,2.0,Wellington,New Zealand,18.50,15.70,16.90
2024-02-17,2024.0,February ,2.0,Wellington,New Zealand,19.30,15.60,17.20
2024-02-04,2024.0,February ,2.0,Wellington,New Zealand,18.50,12.00,15.70
2024-02-02,2024.0,February ,2.0,Wellington,New Zealand,18.50,15.70,17.30
2024-02-08,2024.0,February ,2.0,Wellington,New Zealand,19.60,14.40,16.90
2024-02-16,2024.0,February ,2.0,Wellington,New Zealand,19.60,15.90,17.70
2024-02-28,2024.0,February ,2.0,Wellington,New Zealand,17.10,14.40,15.70
2024-02-21,2024.0,February ,2.0,Wellington,New Zealand,16.90,11.10,14.30
2024-02-01,2024.0,February ,2.0,Wellington,New Zealand,19.40,14.50,17.10
2024-02-14,2024.0,February ,2.0,Wellington,New Zealand,18.30,14.50,16.30
2024-02-23,2024.0,February ,2.0,Wellington,New Zealand,18.20,15.30,16.70
2024-02-25,2024.0,February ,2.0,Wellington,New Zealand,18.60,14.00,16.90
2024-02-22,2024.0,February ,2.0,Wellington,New Zealand,19.20,11.60,15.60
2024-02-09,2024.0,February ,2.0,Wellington,New Zealand,19.70,15.20,17.10
2024-02-24,2024.0,February ,2.0,Wellington,New Zealand,18.30,15.60,17.10
2024-02-07,2024.0,February ,2.0,Wellington,New Zealand,20.30,14.90,17.60
2024-02-19,2024.0,February ,2.0,Wellington,New Zealand,18.90,16.40,17.50
2024-03-18,2024.0,March    ,3.0,Wellington,New Zealand,14.80,12.20,13.70
2024-03-07,2024.0,March    ,3.0,Wellington,New Zealand,17.50,12.30,15.40
2024-03-24,2024.0,March    ,3.0,Wellington,New Zealand,17.30,14.20,15.50
2024-03-30,2024.0,March    ,3.0,Wellington,New Zealand,14.60,11.60,13.00
2024-03-04,2024.0,March    ,3.0,Wellington,New Zealand,19.50,13.80,16.80
2024-03-19,2024.0,March    ,3.0,Wellington,New Zealand,14.00,11.30,12.70
2024-03-08,2024.0,March    ,3.0,Wellington,New Zealand,15.80,13.10,15.00
2024-03-11,2024.0,March    ,3.0,Wellington,New Zealand,18.70,14.20,16.20
2024-03-03,2024.0,March    ,3.0,Wellington,New Zealand,18.60,16.40,17.70
2024-03-01,2024.0,March    ,3.0,Wellington,New Zealand,19.00,12.40,15.70
2024-03-28,2024.0,March    ,3.0,Wellington,New Zealand,15.50,10.50,13.90
2024-03-23,2024.0,March    ,3.0,Wellington,New Zealand,17.30,11.70,14.60
2024-03-02,2024.0,March    ,3.0,Wellington,New Zealand,19.00,15.10,17.40
2024-03-15,2024.0,March    ,3.0,Wellington,New Zealand,16.30,10.20,14.10
2024-03-13,2024.0,March    ,3.0,Wellington,New Zealand,16.90,13.00,15.40
2024-03-25,2024.0,March    ,3.0,Wellington,New Zealand,17.50,15.00,16.20
2024-03-06,2024.0,March    ,3.0,Wellington,New Zealand,14.80,11.10,12.80
2024-03-31,2024.0,March    ,3.0,Wellington,New Zealand,14.50,11.40,12.90
2024-03-05,2024.0,March    ,3.0,Wellington,New Zealand,16.60,11.70,14.30
2024-03-17,2024.0,March    ,3.0,Wellington,New Zealand,16.10,11.30,14.10
2024-03-16,2024.0,March    ,3.0,Wellington,New Zealand,14.10,10.70,12.30
2024-03-21,2024.0,March    ,3.0,Wellington,New Zealand,15.60,9.50,12.90
2024-03-10,2024.0,March    ,3.0,Wellington,New Zealand,16.70,10.30,14.40
2024-03-12,2024.0,March    ,3.0,Wellington,New Zealand,17.50,13.30,15.50
2024-03-14,2024.0,March    ,3.0,Wellington,New Zealand,16.60,12.50,14.50
2024-03-27,2024.0,March    ,3.0,Wellington,New Zealand,18.10,11.50,15.20
2024-03-26,2024.0,March    ,3.0,Wellington,New Zealand,18.20,16.30,17.00
2024-03-22,2024.0,March    ,3.0,Wellington,New Zealand,16.30,13.10,14.30
2024-03-29,2024.0,March    ,3.0,Wellington,New Zealand,13.30,8.90,11.20
2024-03-20,2024.0,March    ,3.0,Wellington,New Zealand,14.80,9.80,12.30
2024-03-09,2024.0,March    ,3.0,Wellington,New Zealand,17.30,12.60,14.80
2024-04-11,2024.0,April    ,4.0,Wellington,New Zealand,19.20,16.90,17.90
2024-04-08,2024.0,April    ,4.0,Wellington,New Zealand,16.00,11.70,14.00
2024-04-14,2024.0,April    ,4.0,Wellington,New Zealand,14.00,11.80,12.50
2024-04-01,2024.0,April    ,4.0,Wellington,New Zealand,15.30,11.00,12.70
2024-04-03,2024.0,April    ,4.0,Wellington,New Zealand,16.70,12.00,14.80
2024-04-07,2024.0,April    ,4.0,Wellington,New Zealand,15.80,9.40,12.50
2024-04-15,2024.0,April    ,4.0,Wellington,New Zealand,15.60,11.70,13.70
2024-04-05,2024.0,April    ,4.0,Wellington,New Zealand,15.30,11.20,13.60
2024-04-04,2024.0,April    ,4.0,Wellington,New Zealand,16.50,13.60,15.40
2024-04-12,2024.0,April    ,4.0,Wellington,New Zealand,18.80,12.20,14.50
2024-04-09,2024.0,April    ,4.0,Wellington,New Zealand,17.60,15.00,16.20
2024-04-16,2024.0,April    ,4.0,Wellington,New Zealand,15.60,12.40,13.90
2024-04-02,2024.0,April    ,4.0,Wellington,New Zealand,14.90,12.50,13.40
2024-04-13,2024.0,April    ,4.0,Wellington,New Zealand,15.20,12.10,13.10
2024-04-06,2024.0,April    ,4.0,Wellington,New Zealand,15.60,9.70,12.40
2024-04-10,2024.0,April    ,4.0,Wellington,New Zealand,18.40,15.50,16.70
